partida_id,clube_casa_id,clube_casa_posicao,clube_visitante_id,aproveitamento_mandante,aproveitamento_visitante,clube_visitante_posicao,partida_data,timestamp,local,valida,placar_oficial_mandante,placar_oficial_visitante,campeonato_id,rodada_id
302631,290,15,282,"['v', 'e', 'v', 'v', 'e']","['d', 'd', 'v', 'v', 'd']",11,2023-07-17 20:00:00,1689634800,Hailé Pinheiro (Serrinha),True,0.0,0.0,26.0,15.0
302629,264,13,284,"['e', 'v', 'e', 'v', 'e']","['v', 'e', 'd', 'v', 'd']",5,2023-07-31 21:30:00,1690849800,Neo Química Arena,False,,,26.0,15.0
302640,327,20,267,"['e', 'd', 'd', 'd', 'd']","['d', 'd', 'v', 'e', 'v']",18,2023-07-31 21:30:00,1690849800,Independência,False,,,26.0,15.0
302651,262,3,327,"['e', 'v', 'd', 'e', 'v']","['e', 'd', 'd', 'd', 'd']",20,2023-07-22 16:00:00,1690052400,Maracanã,True,1,1,26.0,16.0
302653,275,2,356,"['v', 'v', 'd', 'v', 'v']","['d', 'd', 'd', 'v', 'v']",8,2023-07-22 16:00:00,1690052400,Allianz Parque,True,3,1,26.0,16.0
302664,265,16,264,"['e', 'e', 'v', 'd', 'v']","['e', 'v', 'e', 'v', 'e']",13,2023-07-22 18:30:00,1690061400,Itaipava Arena Fonte Nova,True,0,0,26.0,16.0
302665,1371,9,276,"['v', 'v', 'v', 'd', 'd']","['d', 'e', 'd', 'e', 'e']",10,2023-07-22 18:30:00,1690061400,Arena Pantanal,True,2,1,26.0,16.0
302660,284,5,282,"['v', 'e', 'd', 'v', 'd']","['d', 'd', 'v', 'v', 'd']",11,2023-07-22 21:00:00,1690070400,Arena do Grêmio,True,1,0,26.0,16.0
302654,277,17,263,"['e', 'd', 'e', 'd', 'v']","['e', 'v', 'e', 'v', 'e']",1,2023-07-23 16:00:00,1690138800,Vila Belmiro,True,2,2,26.0,16.0
302656,280,7,285,"['e', 'v', 'v', 'e', 'd']","['e', 'd', 'e', 'd', 'd']",14,2023-07-23 16:00:00,1690138800,Nabi Abi Chedid,True,0,0,26.0,16.0
302658,283,12,290,"['d', 'e', 'e', 'd', 'e']","['v', 'e', 'v', 'v', 'e']",15,2023-07-23 16:00:00,1690138800,Independência,True,0,1,26.0,16.0
302652,267,18,293,"['d', 'd', 'v', 'e', 'v']","['v', 'e', 'e', 'v', 'e']",6,2023-07-23 18:30:00,1690147800,São Januário,True,0,2,26.0,16.0
302662,294,19,266,"['v', 'd', 'd', 'd', 'd']","['d', 'v', 'v', 'd', 'v']",4,2023-07-24 19:00:00,1690236000,Couto Pereira,True,2,0,26.0,16.0
302681,266,4,277,"['d', 'v', 'v', 'd', 'v']","['e', 'd', 'e', 'd', 'v']",17,2023-07-29 16:00:00,1690657200,Maracanã,True,1,0,26.0,17.0
302687,285,14,1371,"['e', 'd', 'e', 'd', 'd']","['v', 'v', 'v', 'd', 'd']",9,2023-07-29 16:00:00,1690657200,Beira-Rio,True,1,2,26.0,17.0
302688,293,6,283,"['v', 'e', 'e', 'v', 'e']","['d', 'e', 'e', 'd', 'e']",12,2023-07-29 16:00:00,1690657200,Ligga Arena,True,3,3,26.0,17.0
302684,264,13,267,"['e', 'v', 'e', 'v', 'e']","['d', 'd', 'v', 'e', 'v']",18,2023-07-29 18:30:00,1690666200,Neo Química Arena,True,3,1,26.0,17.0
302689,356,8,280,"['d', 'd', 'd', 'v', 'v']","['e', 'v', 'v', 'e', 'd']",7,2023-07-29 18:30:00,1690666200,Castelão (CE),True,0,3,26.0,17.0
302686,282,11,262,"['d', 'd', 'v', 'v', 'd']","['e', 'v', 'd', 'e', 'v']",3,2023-07-29 21:00:00,1690675200,Independência,True,1,2,26.0,17.0
302683,276,10,265,"['d', 'e', 'd', 'e', 'e']","['e', 'e', 'v', 'd', 'v']",16,2023-07-30 11:00:00,1690725600,Morumbi,True,0,0,26.0,17.0
302682,263,1,294,"['e', 'v', 'e', 'v', 'e']","['v', 'd', 'd', 'd', 'd']",19,2023-07-30 16:00:00,1690743600,Nilton Santos (Engenhão),True,4,1,26.0,17.0
302690,327,20,275,"['e', 'd', 'd', 'd', 'd']","['v', 'v', 'd', 'v', 'v']",2,2023-07-30 16:00:00,1690743600,Independência,True,1,4,26.0,17.0
302685,290,15,284,"['v', 'e', 'v', 'v', 'e']","['v', 'e', 'd', 'v', 'd']",5,2023-07-30 18:30:00,1690752600,Hailé Pinheiro (Serrinha),True,1,1,26.0,17.0
302724,277,17,293,"['e', 'd', 'e', 'd', 'v']","['v', 'e', 'e', 'v', 'e']",6,2023-08-05 16:00:00,1691262000,Vila Belmiro,True,1,1,26.0,18.0
302725,290,15,356,"['v', 'e', 'v', 'v', 'e']","['d', 'd', 'd', 'v', 'v']",8,2023-08-05 18:30:00,1691271000,Hailé Pinheiro (Serrinha),True,1,0,26.0,18.0
302747,285,14,264,"['e', 'd', 'e', 'd', 'd']","['e', 'v', 'e', 'v', 'e']",13,2023-08-05 18:30:00,1691271000,Beira-Rio,True,2,2,26.0,18.0
302721,266,4,275,"['d', 'v', 'v', 'd', 'v']","['v', 'v', 'd', 'v', 'v']",2,2023-08-05 21:00:00,1691280000,Maracanã,True,2,1,26.0,18.0
302722,267,18,284,"['d', 'd', 'v', 'e', 'v']","['v', 'e', 'd', 'v', 'd']",5,2023-08-06 16:00:00,1691348400,São Januário,True,1,0,26.0,18.0
302723,276,10,282,"['d', 'e', 'd', 'e', 'e']","['d', 'd', 'v', 'v', 'd']",11,2023-08-06 16:00:00,1691348400,Morumbi,True,0,2,26.0,18.0
302726,283,12,263,"['d', 'e', 'e', 'd', 'e']","['e', 'v', 'e', 'v', 'e']",1,2023-08-06 18:30:00,1691357400,Mineirão,True,0,0,26.0,18.0
302748,294,19,280,"['v', 'd', 'd', 'd', 'd']","['e', 'v', 'v', 'e', 'd']",7,2023-08-06 18:30:00,1691357400,Couto Pereira,True,0,1,26.0,18.0
302749,265,16,327,"['e', 'e', 'v', 'd', 'v']","['e', 'd', 'd', 'd', 'd']",20,2023-08-06 18:30:00,1691357400,Itaipava Arena Fonte Nova,True,3,1,26.0,18.0
302750,1371,9,262,"['v', 'v', 'v', 'd', 'd']","['e', 'v', 'd', 'e', 'v']",3,2023-08-06 20:00:00,1691362800,Arena Pantanal,True,3,0,26.0,18.0
302773,263,1,285,"['e', 'v', 'e', 'v', 'e']","['e', 'd', 'e', 'd', 'd']",14,2023-08-12 21:00:00,1691884800,Nilton Santos (Engenhão),True,3,1,26.0,19.0
302780,282,11,265,"['d', 'd', 'v', 'v', 'd']","['e', 'e', 'v', 'd', 'v']",16,2023-08-13 11:00:00,1691935200,Mineirão,True,1,0,26.0,19.0
302777,264,13,294,"['e', 'v', 'e', 'v', 'e']","['v', 'd', 'd', 'd', 'd']",19,2023-08-13 16:00:00,1691953200,Neo Química Arena,True,3,1,26.0,19.0
302782,284,5,266,"['v', 'e', 'd', 'v', 'd']","['d', 'v', 'v', 'd', 'v']",4,2023-08-13 16:00:00,1691953200,Arena do Grêmio,True,2,1,26.0,19.0
302788,327,20,290,"['e', 'd', 'd', 'd', 'd']","['v', 'e', 'v', 'v', 'e']",15,2023-08-13 16:00:00,1691953200,Independência,True,0,1,26.0,19.0
302772,262,3,276,"['e', 'v', 'd', 'e', 'v']","['d', 'e', 'd', 'e', 'e']",10,2023-08-13 18:30:00,1691962200,Maracanã,True,1,1,26.0,19.0
302786,356,8,277,"['d', 'd', 'd', 'v', 'v']","['e', 'd', 'e', 'd', 'v']",17,2023-08-13 18:30:00,1691962200,Castelão (CE),True,4,0,26.0,19.0
302775,275,2,283,"['v', 'v', 'd', 'v', 'v']","['d', 'e', 'e', 'd', 'e']",12,2023-08-14 19:00:00,1692050400,Allianz Parque,True,1,0,26.0,19.0
302779,280,7,267,"['e', 'v', 'v', 'e', 'd']","['d', 'd', 'v', 'e', 'v']",18,2023-08-14 21:00:00,1692057600,Nabi Abi Chedid,True,1,1,26.0,19.0
302784,293,6,1371,"['v', 'e', 'e', 'v', 'e']","['v', 'v', 'v', 'd', 'd']",9,2023-08-15 20:00:00,1692140400,Ligga Arena,False,2,0,26.0,19.0
302813,276,10,263,"['d', 'e', 'd', 'e', 'e']","['e', 'v', 'e', 'v', 'e']",1,2023-08-19 16:00:00,1692471600,Morumbi,True,0,0,26.0,20.0
302817,285,14,356,"['e', 'd', 'e', 'd', 'd']","['d', 'd', 'd', 'v', 'v']",8,2023-08-19 16:00:00,1692471600,Beira-Rio,True,0,1,26.0,20.0
302811,266,4,327,"['d', 'v', 'v', 'd', 'v']","['e', 'd', 'd', 'd', 'd']",20,2023-08-19 18:30:00,1692480600,Maracanã,True,3,1,26.0,20.0
302820,1371,9,275,"['v', 'v', 'v', 'd', 'd']","['v', 'v', 'd', 'v', 'v']",2,2023-08-19 18:30:00,1692480600,Arena Pantanal,True,0,2,26.0,20.0
302816,283,12,264,"['d', 'e', 'e', 'd', 'e']","['e', 'v', 'e', 'v', 'e']",13,2023-08-19 21:00:00,1692489600,Mineirão,True,1,1,26.0,20.0
302812,267,18,282,"['d', 'd', 'v', 'e', 'v']","['d', 'd', 'v', 'v', 'd']",11,2023-08-20 11:00:00,1692540000,Maracanã,True,1,0,26.0,20.0
302814,277,17,284,"['e', 'd', 'e', 'd', 'v']","['v', 'e', 'd', 'v', 'd']",5,2023-08-20 16:00:00,1692558000,Vila Belmiro,True,2,1,26.0,20.0
302818,294,19,262,"['v', 'd', 'd', 'd', 'd']","['e', 'v', 'd', 'e', 'v']",3,2023-08-20 16:00:00,1692558000,Couto Pereira,True,2,3,26.0,20.0
302819,265,16,280,"['e', 'e', 'v', 'd', 'v']","['e', 'v', 'v', 'e', 'd']",7,2023-08-20 16:00:00,1692558000,Itaipava Arena Fonte Nova,True,4,0,26.0,20.0
302815,290,15,293,"['v', 'e', 'v', 'v', 'e']","['v', 'e', 'e', 'v', 'e']",6,2023-08-21 20:00:00,1692658800,Hailé Pinheiro (Serrinha),True,1,1,26.0,20.0
302841,262,3,285,"['e', 'v', 'd', 'e', 'v']","['e', 'd', 'e', 'd', 'd']",14,2023-08-26 18:30:00,1693085400,Maracanã,True,,,26.0,21.0
302844,264,13,290,"['e', 'v', 'e', 'v', 'e']","['v', 'e', 'v', 'v', 'e']",15,2023-08-26 21:00:00,1693094400,Neo Química Arena,True,,,26.0,21.0
302845,280,7,1371,"['e', 'v', 'v', 'e', 'd']","['v', 'v', 'v', 'd', 'd']",9,2023-08-27 11:00:00,1693144800,Nabi Abi Chedid,True,,,26.0,21.0
302842,263,1,265,"['e', 'v', 'e', 'v', 'e']","['e', 'e', 'v', 'd', 'v']",16,2023-08-27 16:00:00,1693162800,Nilton Santos (Engenhão),True,,,26.0,21.0
302847,284,5,283,"['v', 'e', 'd', 'v', 'd']","['d', 'e', 'e', 'd', 'e']",12,2023-08-27 19:00:00,1693173600,Arena do Grêmio,True,,,26.0,21.0
302850,327,20,276,"['e', 'd', 'd', 'd', 'd']","['d', 'e', 'd', 'e', 'e']",10,2023-08-27 16:00:00,1693162800,Independência,True,,,26.0,21.0
302843,275,2,267,"['v', 'v', 'd', 'v', 'v']","['d', 'd', 'v', 'e', 'v']",18,2023-08-27 18:30:00,1693171800,Allianz Parque,True,,,26.0,21.0
302846,282,11,277,"['d', 'd', 'v', 'v', 'd']","['e', 'd', 'e', 'd', 'v']",17,2023-08-27 16:00:00,1693162800,Arena MRV,True,,,26.0,21.0
302848,293,6,266,"['v', 'e', 'e', 'v', 'e']","['d', 'v', 'v', 'd', 'v']",4,2023-08-27 18:30:00,1693171800,Ligga Arena,True,,,26.0,21.0
302849,356,8,294,"['d', 'd', 'd', 'v', 'v']","['v', 'd', 'd', 'd', 'd']",19,2023-08-27 18:30:00,1693171800,Presidente Vargas (CE),True,,,26.0,21.0
