rod_num,clube_name,opposing_team_name,player_name,nationality,age,minutes_played,chutes_recebidos_no_gol,GS,defesas,%_defesas,psxg,lancamentos_completos,lancamentos_attempt,lancamentos_sucesso_%,passes_attempt,passes_mao,%_passes_lancamento,distancia_media_lancamento,tiro_meta,lancamentos_tiro_meta,distancia_media_tiro_meta,cruzamentos_adv_area,cruzamentos_adv_area_interrompidos,cruzamentos_adv_area_interrompidos_%,acoes_defensivas_fora_area,distancia_media_acoes_defensivas,atleta_id
1,Internacional,Fortaleza,John,br BRA,27-061,90,6,1,5,83.3,0.9,1.0,9.0,11.1,15.0,3.0,40.0,32.2,10.0,30.0,24.0,21.0,0.0,0.0,0.0,6.0,94044
1,Flamengo,Coritiba,Santos,br BRA,33-030,90,3,0,3,100.0,0.4,4.0,9.0,44.4,17.0,4.0,41.2,35.1,3.0,66.7,46.3,11.0,0.0,0.0,0.0,18.0,69012
1,Coritiba,Flamengo,Gabriel,br BRA,30-201,90,7,3,4,71.4,2.6,8.0,15.0,53.3,31.0,5.0,41.9,37.6,5.0,40.0,35.0,14.0,0.0,0.0,0.0,,70449
1,Corinthians,Cruzeiro,Cássio,br BRA,35-314,90,2,1,1,50.0,0.5,1.0,7.0,14.3,14.0,3.0,42.9,39.1,5.0,20.0,32.8,18.0,1.0,5.6,0.0,11.5,42234
1,Cruzeiro,Corinthians,Rafael Cabral,br BRA,32-331,90,7,2,5,71.4,2.2,0.0,4.0,0.0,17.0,2.0,17.6,27.1,8.0,12.5,22.3,13.0,0.0,0.0,0.0,,68940
1,Grêmio,Santos,Adriel,br BRA,22-092,90,4,0,4,100.0,0.6,6.0,20.0,30.0,17.0,3.0,47.1,38.4,13.0,92.3,59.2,26.0,1.0,3.8,0.0,12.4,107748
1,Santos,Grêmio,João Paulo,br BRA,27-291,90,6,1,5,83.3,1.7,2.0,9.0,22.2,16.0,2.0,50.0,37.1,7.0,14.3,18.1,9.0,0.0,0.0,0.0,6.0,85425
1,Atlético-MG,Vasco,Éverson,br BRA,32-267,90,3,2,1,33.3,1.1,3.0,5.0,60.0,17.0,4.0,23.5,28.1,3.0,33.3,22.0,11.0,2.0,18.2,1.0,13.3,72294
1,Vasco,Atlético-MG,Leonardo César Jardim,br BRA,28-026,90,10,1,9,90.0,,,,,,,,,,,,,,,,,87008
2,Fluminense,Athlético-PR,Fábio,br BRA,42-204,90,1,0,1,100.0,0.0,2.0,4.0,50.0,29.0,6.0,6.9,20.4,6.0,33.3,24.3,14.0,3.0,21.4,0.0,5.8,37656
2,Athlético-PR,Fluminense,Bento,br BRA,23-316,90,4,2,2,50.0,0.8,6.0,11.0,54.5,17.0,1.0,52.9,41.5,7.0,28.6,28.7,19.0,0.0,0.0,0.0,7.0,105208
2,Cuiabá,Bragantino,Walter,br BRA,35-155,90,2,1,1,50.0,1.2,12.0,25.0,48.0,23.0,5.0,73.9,47.0,8.0,100.0,61.1,18.0,1.0,5.6,2.0,14.6,51413
2,Bragantino,Cuiabá,Lucão,br BRA,22-055,90,3,1,2,66.7,1.1,1.0,3.0,33.3,25.0,7.0,4.0,20.8,9.0,22.2,27.6,17.0,1.0,5.9,1.0,10.3,106160
2,São Paulo,América-MG,Rafael Pires,br BRA,33-303,90,8,0,8,100.0,2.4,10.0,27.0,37.0,26.0,4.0,69.2,43.7,12.0,75.0,50.9,19.0,3.0,15.8,0.0,4.3,68928
2,América-MG,São Paulo,Matheus Cavichioli,br BRA,36-269,90,6,3,3,50.0,2.0,10.0,16.0,62.5,23.0,2.0,60.9,39.8,10.0,20.0,24.7,16.0,1.0,6.3,0.0,6.5,72580
2,Internacional,Flamengo,Keiller,br BRA,26-176,90,4,1,3,75.0,1.2,3.0,8.0,37.5,14.0,4.0,50.0,37.9,10.0,10.0,26.8,9.0,0.0,0.0,1.0,34.5,93834
2,Flamengo,Internacional,Santos,br BRA,33-037,90,4,2,2,50.0,0.9,5.0,9.0,55.6,44.0,5.0,20.5,24.8,8.0,0.0,19.8,19.0,1.0,5.3,1.0,16.8,69012
2,Vasco,Palmeiras,Leonardo César Jardim,br BRA,28-034,90,7,2,5,71.4,,,,,,,,,,,,,,,,,87008
2,Palmeiras,Vasco,Wéverton,br BRA,35-131,90,3,2,1,33.3,1.8,7.0,10.0,70.0,28.0,10.0,32.1,32.2,4.0,25.0,27.0,12.0,1.0,8.3,0.0,7.5,71631
2,Santos,Atlético-MG,João Paulo,br BRA,27-298,90,5,0,5,100.0,0.8,4.0,12.0,33.3,24.0,6.0,37.5,36.9,5.0,60.0,41.0,15.0,2.0,13.3,1.0,11.7,85425
2,Atlético-MG,Santos,Éverson,br BRA,32-275,90,2,0,2,100.0,0.3,1.0,6.0,16.7,22.0,4.0,27.3,31.7,1.0,0.0,14.0,16.0,1.0,6.3,2.0,17.3,72294
2,Coritiba,Fortaleza,Gabriel,br BRA,30-208,90,9,3,6,66.7,2.4,5.0,13.0,38.5,24.0,7.0,45.8,36.3,9.0,22.2,24.9,12.0,0.0,0.0,0.0,14.0,70449
2,Fortaleza,Coritiba,Fernando Miguel,br BRA,38-080,90,7,0,7,100.0,1.6,4.0,13.0,30.8,20.0,6.0,35.0,35.8,7.0,85.7,52.9,13.0,0.0,0.0,0.0,,71571
2,Goiás,Corinthians,Tadeu,br BRA,31-078,90,2,1,1,50.0,0.1,9.0,12.0,75.0,23.0,6.0,47.8,38.6,5.0,20.0,30.6,10.0,4.0,40.0,0.0,5.6,82453
2,Corinthians,Goiás,Cássio,br BRA,35-321,90,7,3,4,57.1,2.2,7.0,9.0,77.8,24.0,3.0,33.3,33.6,7.0,14.3,26.0,21.0,1.0,4.8,0.0,3.0,42234
2,Cruzeiro,Grêmio,Rafael Cabral,br BRA,32-337,90,7,0,7,100.0,1.8,7.0,15.0,46.7,21.0,4.0,52.4,42.3,5.0,80.0,48.6,13.0,1.0,7.7,0.0,7.3,68940
2,Grêmio,Cruzeiro,Gabriel Chapecó,br BRA,23-024,90,6,1,5,83.3,1.5,4.0,16.0,25.0,17.0,2.0,52.9,39.4,10.0,70.0,49.1,20.0,0.0,0.0,4.0,19.2,112616
2,Bahia,Botafogo,Marcos Felipe,br BRA,27-011,90,3,2,1,33.3,0.7,0.0,3.0,0.0,18.0,2.0,16.7,27.7,6.0,0.0,12.5,9.0,0.0,0.0,3.0,26.0,85004
2,Botafogo,Bahia,Lucas Perri,br BRA,25-135,90,5,1,4,80.0,0.5,4.0,20.0,20.0,19.0,3.0,68.4,48.8,7.0,100.0,69.3,18.0,2.0,11.1,4.0,16.6,91260
3,Coritiba,São Paulo,Gabriel,br BRA,30-214,90,6,1,5,83.3,0.9,7.0,17.0,41.2,18.0,1.0,66.7,48.3,7.0,71.4,57.0,8.0,0.0,0.0,2.0,41.5,70449
3,São Paulo,Coritiba,Rafael Pires,br BRA,33-310,90,5,1,4,80.0,2.0,2.0,4.0,50.0,24.0,6.0,8.3,23.5,8.0,25.0,36.4,20.0,0.0,0.0,1.0,22.5,68928
3,Fortaleza,Fluminense,Fernando Miguel,br BRA,38-086,90,3,2,1,33.3,1.9,4.0,16.0,25.0,16.0,1.0,68.8,47.2,6.0,83.3,57.0,17.0,0.0,0.0,1.0,15.3,71571
3,Fluminense,Fortaleza,Fábio,br BRA,42-211,90,17,4,13,76.5,7.2,0.0,0.0,,10.0,3.0,0.0,12.6,2.0,0.0,12.5,13.0,0.0,0.0,0.0,6.7,37656
3,Bragantino,Cruzeiro,Lucão,br BRA,22-062,90,5,3,2,40.0,2.0,2.0,14.0,14.3,19.0,4.0,47.4,33.4,14.0,35.7,28.5,12.0,0.0,0.0,0.0,,106160
3,Cruzeiro,Bragantino,Rafael Cabral,br BRA,32-344,90,5,0,5,100.0,0.7,4.0,12.0,33.3,39.0,9.0,20.5,32.3,11.0,36.4,35.3,15.0,0.0,0.0,0.0,,68940
3,Santos,América-MG,João Paulo,br BRA,27-304,90,8,2,6,75.0,2.9,5.0,20.0,25.0,16.0,3.0,68.8,45.2,11.0,81.8,60.1,21.0,0.0,0.0,0.0,14.0,85425
3,América-MG,Santos,Matheus Cavichioli,br BRA,36-276,90,6,3,3,66.7,2.5,5.0,7.0,71.4,14.0,5.0,42.9,32.6,4.0,25.0,32.5,13.0,1.0,7.7,2.0,29.3,72580
3,Palmeiras,Corinthians,Wéverton,br BRA,35-137,90,2,1,2,50.0,0.1,3.0,10.0,30.0,26.0,6.0,34.6,32.0,2.0,50.0,38.5,11.0,1.0,9.1,0.0,7.0,71631
3,Corinthians,Palmeiras,Cássio,br BRA,35-327,90,6,2,4,66.7,1.9,2.0,5.0,40.0,20.0,3.0,20.0,28.1,11.0,9.1,20.0,18.0,0.0,0.0,1.0,30.0,42234
3,Flamengo,Botafogo,Santos,br BRA,33-044,90,6,3,3,66.7,2.5,2.0,4.0,50.0,34.0,4.0,11.8,24.6,4.0,0.0,16.3,7.0,2.0,28.6,5.0,23.1,69012
3,Botafogo,Flamengo,Lucas Perri,br BRA,25-141,90,13,2,11,84.6,3.2,10.0,29.0,34.5,23.0,3.0,87.0,52.9,11.0,81.8,53.5,24.0,1.0,4.2,0.0,4.0,91260
3,Cuiabá,Grêmio,Walter,br BRA,35-163,90,6,2,4,66.7,1.6,6.0,7.0,85.7,19.0,7.0,15.8,31.6,7.0,57.1,42.7,9.0,1.0,11.1,2.0,16.3,51413
3,Grêmio,Cuiabá,Gabriel Chapecó,br BRA,23-032,90,4,1,3,75.0,1.0,3.0,10.0,30.0,12.0,1.0,66.7,44.2,8.0,25.0,32.9,32.0,0.0,0.0,0.0,8.5,112616
3,Internacional,Goiás,John,br BRA,27-076,90,1,0,1,100.0,0.3,0.0,5.0,0.0,7.0,1.0,42.9,31.6,10.0,20.0,23.2,25.0,0.0,0.0,4.0,17.5,94044
3,Goiás,Internacional,Tadeu,br BRA,31-085,90,8,1,7,87.5,1.3,4.0,16.0,25.0,28.0,6.0,50.0,41.4,5.0,40.0,31.0,21.0,0.0,0.0,0.0,5.0,82453
3,Atlético-MG,Athlético-PR,Éverson,br BRA,32-281,90,3,1,2,66.7,1.2,7.0,15.0,46.7,32.0,1.0,43.8,35.8,2.0,50.0,37.5,11.0,0.0,0.0,1.0,71.0,72294
3,Athlético-PR,Atlético-MG,Bento,br BRA,23-323,90,7,2,5,71.4,2.4,2.0,16.0,12.5,21.0,4.0,33.3,38.4,10.0,90.0,63.9,9.0,0.0,0.0,1.0,14.7,105208
3,Vasco,Bahia,Leonardo César Jardim,br BRA,28-042,90,6,1,5,83.3,,,,,,,,,,,,,,,,,87008
3,Bahia,Vasco,Marcos Felipe,br BRA,27-018,90,6,0,6,100.0,1.3,9.0,22.0,40.9,30.0,8.0,56.7,41.0,14.0,35.7,35.6,20.0,4.0,20.0,2.0,13.1,85004
4,Cruzeiro,Santos,Rafael Cabral,br BRA,32-351,90,4,1,3,75.0,0.9,7.0,20.0,35.0,31.0,3.0,48.4,37.9,9.0,55.6,41.4,12.0,1.0,8.3,2.0,16.0,68940
4,Santos,Cruzeiro,João Paulo,br BRA,27-311,90,3,2,1,33.3,0.6,2.0,9.0,22.2,22.0,5.0,31.8,26.9,8.0,25.0,28.3,9.0,0.0,0.0,0.0,3.0,85425
4,América-MG,Cuiabá,Matheus Cavichioli,br BRA,36-284,88,4,1,4,75.0,1.5,5.0,9.0,55.6,27.0,10.0,25.9,29.7,6.0,33.3,34.3,19.0,3.0,15.8,3.0,15.1,72580
4,Cuiabá,América-MG,Walter,br BRA,35-170,90,4,1,3,75.0,1.2,4.0,10.0,40.0,20.0,7.0,30.0,34.0,7.0,57.1,39.7,15.0,0.0,0.0,0.0,,51413
4,Athlético-PR,Flamengo,Bento,br BRA,23-331,90,4,1,3,100.0,1.6,2.0,7.0,28.6,14.0,4.0,28.6,36.8,6.0,50.0,39.5,16.0,1.0,6.3,0.0,9.3,105208
4,Flamengo,Athlético-PR,Santos,br BRA,33-051,85,4,2,2,50.0,1.1,2.0,9.0,22.2,28.0,8.0,28.6,29.8,6.0,16.7,21.3,6.0,2.0,33.3,1.0,14.6,69012
4,Flamengo,Athlético-PR,Matheus Cunha,br BRA,21-348,5,0,0,0,,0.0,0.0,1.0,0.0,6.0,1.0,16.7,21.8,2.0,0.0,25.0,0.0,0.0,,0.0,,111690
4,São Paulo,Internacional,Rafael Pires,br BRA,33-318,90,3,0,3,100.0,1.1,6.0,12.0,50.0,25.0,2.0,44.0,38.6,4.0,25.0,27.5,19.0,0.0,0.0,0.0,,68928
4,Internacional,São Paulo,Keiller,br BRA,26-190,90,4,2,1,50.0,1.5,3.0,9.0,33.3,19.0,2.0,42.1,37.3,3.0,33.3,25.3,6.0,1.0,16.7,2.0,24.0,93834
4,Bahia,Coritiba,Marcos Felipe,br BRA,27-024,90,4,1,3,75.0,0.7,7.0,14.0,50.0,31.0,4.0,38.7,33.1,3.0,66.7,43.7,9.0,0.0,0.0,2.0,20.0,85004
4,Coritiba,Bahia,Gabriel,br BRA,30-222,90,5,3,3,40.0,1.0,5.0,19.0,26.3,34.0,11.0,47.1,36.6,6.0,50.0,37.5,14.0,1.0,7.1,0.0,10.7,70449
4,Botafogo,Atlético-MG,Lucas Perri,br BRA,25-148,90,1,0,1,100.0,0.0,5.0,14.0,35.7,19.0,5.0,52.6,48.4,6.0,66.7,52.8,18.0,2.0,11.1,1.0,11.4,91260
4,Atlético-MG,Botafogo,Éverson,br BRA,32-289,90,7,2,5,71.4,2.4,2.0,3.0,66.7,25.0,5.0,12.0,22.4,9.0,0.0,19.6,14.0,1.0,7.1,2.0,24.7,72294
4,Grêmio,Bragantino,Gabriel Chapecó,br BRA,23-039,90,7,3,4,57.1,3.0,8.0,25.0,32.0,26.0,4.0,73.1,45.6,9.0,66.7,44.0,24.0,1.0,4.2,0.0,6.2,112616
4,Bragantino,Grêmio,Lucão,br BRA,22-070,90,3,3,0,33.3,1.5,3.0,6.0,50.0,13.0,1.0,38.5,35.7,9.0,11.1,19.8,9.0,0.0,0.0,0.0,,106160
4,Goiás,Palmeiras,Marcelo Rangel,br BRA,34-355,90,7,5,3,28.6,3.2,2.0,4.0,50.0,13.0,2.0,30.8,33.2,7.0,0.0,16.7,13.0,0.0,0.0,0.0,5.0,82730
4,Palmeiras,Goiás,Wéverton,br BRA,35-145,90,4,0,4,100.0,0.5,1.0,9.0,11.1,30.0,9.0,26.7,33.4,10.0,10.0,21.7,19.0,1.0,5.3,0.0,9.5,71631
4,Fluminense,Vasco,Fábio,br BRA,42-218,90,1,1,0,0.0,0.8,0.0,1.0,0.0,8.0,2.0,12.5,19.8,6.0,0.0,20.2,6.0,0.0,0.0,0.0,15.5,37656
4,Vasco,Fluminense,Leonardo César Jardim,br BRA,28-047,90,9,1,8,88.9,,,,,,,,,,,,,,,,,87008
4,Corinthians,Fortaleza,Cássio,br BRA,35-336,90,2,1,1,50.0,0.8,3.0,6.0,50.0,11.0,2.0,45.5,47.9,10.0,10.0,20.7,12.0,1.0,8.3,0.0,12.0,42234
4,Fortaleza,Corinthians,Fernando Miguel,br BRA,38-095,90,8,1,7,87.5,1.0,1.0,3.0,33.3,16.0,5.0,18.8,22.8,11.0,0.0,15.3,15.0,1.0,6.7,0.0,7.6,71571
5,Internacional,Athlético-PR,Keiller,br BRA,26-193,90,5,2,3,60.0,2.1,0.0,7.0,0.0,17.0,4.0,41.2,32.6,5.0,0.0,21.0,11.0,2.0,18.2,1.0,10.4,93834
5,Athlético-PR,Internacional,Bento,br BRA,23-334,90,3,0,3,100.0,0.7,4.0,10.0,40.0,13.0,0.0,46.2,39.2,15.0,26.7,27.3,17.0,1.0,5.9,0.0,3.0,105208
5,Bragantino,América-MG,Cleiton Schwengber,br BRA,25-264,90,3,2,1,100.0,2.2,4.0,14.0,28.6,17.0,4.0,58.8,41.3,5.0,80.0,59.6,8.0,1.0,12.5,0.0,13.3,93882
5,América-MG,Bragantino,Mateus Pasinato,br BRA,30-316,90,9,2,7,77.8,1.6,8.0,16.0,50.0,21.0,6.0,61.9,46.8,6.0,50.0,37.5,17.0,2.0,11.8,1.0,10.3,87603
5,Cuiabá,Atlético-MG,Walter,br BRA,35-173,90,7,4,3,57.1,4.2,1.0,3.0,33.3,18.0,3.0,16.7,23.8,5.0,0.0,15.0,1.0,0.0,0.0,1.0,18.3,51413
5,Atlético-MG,Cuiabá,Éverson,br BRA,32-292,90,1,0,1,100.0,0.1,5.0,18.0,27.8,40.0,4.0,42.5,34.3,3.0,33.3,28.0,20.0,2.0,10.0,1.0,10.0,72294
5,Santos,Bahia,João Paulo,br BRA,27-315,90,3,0,3,100.0,0.6,3.0,13.0,23.1,14.0,2.0,50.0,39.1,8.0,75.0,47.5,7.0,0.0,0.0,0.0,,85425
5,Bahia,Santos,Marcos Felipe,br BRA,27-027,90,9,3,6,66.7,3.0,2.0,10.0,20.0,23.0,1.0,43.5,32.0,2.0,0.0,14.5,3.0,0.0,0.0,1.0,19.0,85004
5,Flamengo,Goiás,Matheus Cunha,br BRA,21-351,90,6,0,6,100.0,0.7,2.0,6.0,33.3,33.0,3.0,18.2,26.5,5.0,0.0,19.0,16.0,1.0,6.3,4.0,24.8,111690
5,Goiás,Flamengo,Marcelo Rangel,br BRA,34-358,90,5,2,3,80.0,1.8,2.0,11.0,18.2,20.0,6.0,25.0,34.5,10.0,60.0,41.6,18.0,0.0,0.0,0.0,,82730
5,Coritiba,Vasco,Gabriel,br BRA,30-226,90,2,1,1,50.0,0.8,7.0,18.0,38.9,18.0,0.0,77.8,49.2,4.0,100.0,53.0,28.0,3.0,10.7,0.0,7.5,70449
5,Vasco,Coritiba,Leonardo César Jardim,br BRA,28-052,90,5,1,4,80.0,,,,,,,,,,,,,,,,,87008
5,Botafogo,Corinthians,Lucas Perri,br BRA,25-152,90,4,0,4,100.0,0.2,3.0,3.0,100.0,16.0,6.0,6.3,27.1,7.0,28.6,28.7,9.0,1.0,11.1,0.0,8.7,91260
5,Corinthians,Botafogo,Cássio,br BRA,35-339,90,6,3,3,66.7,3.3,2.0,2.0,100.0,14.0,5.0,14.3,21.6,6.0,0.0,17.8,10.0,0.0,0.0,0.0,10.0,42234
5,Fortaleza,São Paulo,Maurício Kozlinski,br BRA,31-327,90,1,0,1,100.0,0.2,0.0,3.0,0.0,14.0,2.0,21.4,24.1,2.0,0.0,12.0,17.0,1.0,5.9,0.0,7.8,72595
5,São Paulo,Fortaleza,Rafael Pires,br BRA,33-322,90,2,0,2,100.0,0.3,4.0,20.0,20.0,43.0,2.0,39.5,34.7,9.0,33.3,30.0,14.0,0.0,0.0,1.0,13.0,68928
5,Palmeiras,Grêmio,Wéverton,br BRA,35-148,90,2,1,1,50.0,0.5,2.0,6.0,33.3,32.0,3.0,15.6,28.1,6.0,16.7,27.3,5.0,0.0,0.0,2.0,33.0,71631
5,Grêmio,Palmeiras,Gabriel Chapecó,br BRA,23-042,90,10,4,6,70.0,3.7,8.0,22.0,36.4,19.0,3.0,57.9,39.7,15.0,73.3,44.5,19.0,1.0,5.3,0.0,8.0,112616
5,Cruzeiro,Fluminense,Rafael Cabral,br BRA,32-355,90,6,2,4,66.7,2.1,4.0,6.0,66.7,20.0,4.0,25.0,29.8,7.0,14.3,30.9,8.0,0.0,0.0,2.0,21.5,68940
5,Fluminense,Cruzeiro,Fábio,br BRA,42-222,90,5,0,5,100.0,0.6,3.0,7.0,42.9,21.0,7.0,19.0,26.6,10.0,30.0,20.0,35.0,4.0,11.4,0.0,7.2,37656
6,Bahia,Flamengo,Marcos Felipe,br BRA,27-030,90,4,3,1,50.0,2.3,1.0,3.0,33.3,17.0,1.0,17.6,26.8,10.0,0.0,19.5,9.0,0.0,0.0,1.0,17.3,85004
6,Flamengo,Bahia,Matheus Cunha,br BRA,21-354,45,2,1,1,50.0,0.4,3.0,7.0,42.9,16.0,2.0,25.0,27.1,5.0,60.0,37.4,17.0,,,,10.5,111690
6,Flamengo,Bahia,Santos,br BRA,33-057,45,4,1,3,75.0,0.2,4.0,8.0,50.0,14.0,6.0,50.0,36.6,5.0,20.0,20.4,11.0,1.0,9.1,0.0,6.0,69012
6,Fluminense,Cuiabá,Fábio,br BRA,42-225,90,2,0,2,100.0,0.3,0.0,2.0,0.0,25.0,4.0,4.0,19.8,10.0,10.0,10.0,12.0,0.0,0.0,0.0,,37656
6,Cuiabá,Fluminense,Walter,br BRA,35-176,90,2,2,0,0.0,0.7,7.0,13.0,53.8,10.0,1.0,70.0,47.3,9.0,66.7,45.9,14.0,0.0,0.0,0.0,,51413
6,Palmeiras,Bragantino,Wéverton,br BRA,35-151,90,3,1,2,66.7,0.3,7.0,11.0,63.6,44.0,8.0,22.7,29.7,6.0,16.7,27.0,12.0,2.0,16.7,3.0,15.2,71631
6,Bragantino,Palmeiras,Cleiton Schwengber,br BRA,25-267,90,6,1,5,83.3,1.7,5.0,9.0,55.6,12.0,0.0,58.3,36.1,13.0,15.4,27.3,26.0,0.0,0.0,1.0,15.0,93882
6,Grêmio,Fortaleza,Gabriel Chapecó,br BRA,23-046,90,4,0,4,100.0,0.9,6.0,8.0,75.0,16.0,6.0,37.5,32.4,9.0,22.2,32.4,13.0,1.0,7.7,0.0,7.8,112616
6,Fortaleza,Grêmio,João Ricardo Riedi,br BRA,34-250,90,6,0,6,100.0,0.6,9.0,21.0,42.9,28.0,5.0,50.0,39.4,12.0,58.3,41.2,20.0,0.0,0.0,0.0,10.8,81881
6,Vasco,Santos,Leonardo César Jardim,br BRA,28-055,90,1,1,0,0.0,,,,,,,,,,,,,,,,,87008
6,Santos,Vasco,João Paulo,br BRA,27-319,90,9,0,9,100.0,1.6,7.0,20.0,35.0,21.0,3.0,61.9,44.9,9.0,77.8,46.8,45.0,1.0,2.2,2.0,10.5,85425
6,Corinthians,São Paulo,Cássio,br BRA,35-342,90,1,1,0,0.0,1.0,1.0,7.0,14.3,16.0,2.0,43.8,34.0,3.0,0.0,19.0,13.0,2.0,15.4,0.0,8.7,42234
6,São Paulo,Corinthians,Rafael Pires,br BRA,33-325,90,3,1,2,100.0,1.1,2.0,3.0,66.7,18.0,6.0,16.7,26.5,5.0,0.0,9.8,16.0,0.0,0.0,0.0,2.5,68928
6,Athlético-PR,Coritiba,Bento,br BRA,23-338,90,3,2,1,33.3,0.5,0.0,5.0,0.0,21.0,7.0,19.0,27.3,5.0,20.0,26.0,8.0,1.0,12.5,1.0,12.3,105208
6,Coritiba,Athlético-PR,Gabriel,br BRA,30-229,90,7,3,4,57.1,1.6,5.0,21.0,23.8,15.0,5.0,60.0,46.5,13.0,92.3,61.2,23.0,2.0,8.7,0.0,11.4,70449
6,América-MG,Cruzeiro,Matheus Cavichioli,br BRA,36-291,90,8,4,4,50.0,2.6,5.0,8.0,62.5,15.0,6.0,46.7,33.7,7.0,14.3,21.0,21.0,2.0,9.5,0.0,6.3,72580
6,Cruzeiro,América-MG,Rafael Cabral,br BRA,32-359,90,2,0,2,100.0,0.3,4.0,15.0,26.7,21.0,2.0,38.1,33.8,10.0,70.0,50.8,22.0,0.0,0.0,0.0,11.3,68940
6,Goiás,Botafogo,Marcelo Rangel,br BRA,34-362,90,2,1,1,100.0,1.3,3.0,10.0,30.0,20.0,4.0,30.0,31.5,12.0,33.3,30.5,18.0,1.0,5.6,0.0,7.3,82730
6,Botafogo,Goiás,Lucas Perri,br BRA,25-155,90,4,2,2,50.0,2.1,4.0,13.0,30.8,18.0,4.0,55.6,43.9,5.0,60.0,47.8,15.0,3.0,20.0,0.0,6.0,91260
6,Atlético-MG,Internacional,Éverson,br BRA,32-295,90,4,0,4,100.0,1.2,5.0,13.0,38.5,28.0,3.0,35.7,30.4,5.0,60.0,51.6,9.0,0.0,0.0,1.0,20.0,72294
6,Internacional,Atlético-MG,Keiller,br BRA,26-196,90,4,2,2,50.0,2.0,2.0,7.0,28.6,14.0,6.0,21.4,26.8,8.0,50.0,44.4,7.0,0.0,0.0,0.0,,93834
7,Bahia,Goiás,Marcos Felipe,br BRA,27-037,90,5,1,4,80.0,0.8,5.0,6.0,83.3,16.0,2.0,31.3,32.2,7.0,14.3,17.1,8.0,0.0,0.0,0.0,,85004
7,Goiás,Bahia,Tadeu,br BRA,31-105,90,4,1,3,75.0,1.2,3.0,9.0,33.3,24.0,8.0,29.2,34.7,13.0,15.4,23.1,20.0,1.0,5.0,0.0,8.0,82453
7,Bragantino,Athlético-PR,Cleiton Schwengber,br BRA,25-274,90,4,0,4,100.0,1.2,8.0,18.0,44.4,32.0,7.0,40.6,38.2,11.0,45.5,37.1,11.0,0.0,0.0,1.0,12.5,93882
7,Athlético-PR,Bragantino,Bento,br BRA,23-344,90,4,2,2,50.0,1.6,5.0,21.0,23.8,25.0,4.0,56.0,45.7,10.0,70.0,54.0,14.0,1.0,7.1,2.0,19.3,105208
