,status,fix_id,home_team_id,home_team_name,home_team_logo,away_team_id,away_team_nome,away_team_logo,rod_num
26,Final,206701,1755,Cuiabá,https://frontendapiapp.blob.core.windows.net/images/88x88/cuiaba.png,1083,Grêmio,https://frontendapiapp.blob.core.windows.net/images/88x88/gremio.png,3
27,Final,206772,1024,Fortaleza,https://frontendapiapp.blob.core.windows.net/images/88x88/fortaleza.png,1006,Fluminense,https://frontendapiapp.blob.core.windows.net/images/88x88/fluminense.png,3
28,Final,206798,1018,Internacional,https://frontendapiapp.blob.core.windows.net/images/88x88/internacional.png,1014,Goiás,https://frontendapiapp.blob.core.windows.net/images/88x88/goias.png,3
29,Final,206824,1008,Coritiba,https://frontendapiapp.blob.core.windows.net/images/88x88/coritiba.png,1007,São Paulo,https://frontendapiapp.blob.core.windows.net/images/88x88/sao-paulo.png,3
30,Final,206495,1004,Corinthians,https://frontendapiapp.blob.core.windows.net/images/88x88/corinthians.png,1024,Fortaleza,https://frontendapiapp.blob.core.windows.net/images/88x88/fortaleza.png,4
31,Final,206515,1007,São Paulo,https://frontendapiapp.blob.core.windows.net/images/88x88/sao-paulo.png,1018,Internacional,https://frontendapiapp.blob.core.windows.net/images/88x88/internacional.png,4
32,Final,206599,1006,Fluminense,https://frontendapiapp.blob.core.windows.net/images/88x88/fluminense.png,1015,Vasco,https://frontendapiapp.blob.core.windows.net/images/88x88/vasco.png,4
33,Final,206616,1017,Cruzeiro,https://frontendapiapp.blob.core.windows.net/images/88x88/cruzeiro.png,1011,Santos,https://frontendapiapp.blob.core.windows.net/images/88x88/santos.png,4
34,Final,206660,1003,Botafogo,https://frontendapiapp.blob.core.windows.net/images/88x88/botafogo.png,1009,Atlético-MG,https://frontendapiapp.blob.core.windows.net/images/88x88/atletico-mg.png,4
35,Final,206688,1250,Bahia,https://frontendapiapp.blob.core.windows.net/images/88x88/bahia.png,1008,Coritiba,https://frontendapiapp.blob.core.windows.net/images/88x88/coritiba.png,4
36,Final,206712,1083,Grêmio,https://frontendapiapp.blob.core.windows.net/images/88x88/gremio.png,1055,Red Bull Bragantino,https://frontendapiapp.blob.core.windows.net/images/88x88/bragantino.png,4
37,Final,206727,1014,Goiás,https://frontendapiapp.blob.core.windows.net/images/88x88/goias.png,1012,Palmeiras,https://frontendapiapp.blob.core.windows.net/images/88x88/palmeiras.png,4
38,Final,206752,1010,Athletico-PR,https://frontendapiapp.blob.core.windows.net/images/88x88/athletico-pr.png,1005,Flamengo,https://frontendapiapp.blob.core.windows.net/images/88x88/flamengo.png,4
39,Final,206815,1085,América-MG,https://frontendapiapp.blob.core.windows.net/images/88x88/america-mg.png,1755,Cuiabá,https://frontendapiapp.blob.core.windows.net/images/88x88/cuiaba.png,4
40,Final,206473,1012,Palmeiras,https://frontendapiapp.blob.core.windows.net/images/88x88/palmeiras.png,1083,Grêmio,https://frontendapiapp.blob.core.windows.net/images/88x88/gremio.png,5
41,Final,206528,1011,Santos,https://frontendapiapp.blob.core.windows.net/images/88x88/santos.png,1250,Bahia,https://frontendapiapp.blob.core.windows.net/images/88x88/bahia.png,5
42,Final,206554,1055,Red Bull Bragantino,https://frontendapiapp.blob.core.windows.net/images/88x88/bragantino.png,1085,América-MG,https://frontendapiapp.blob.core.windows.net/images/88x88/america-mg.png,5
43,Final,206588,1005,Flamengo,https://frontendapiapp.blob.core.windows.net/images/88x88/flamengo.png,1014,Goiás,https://frontendapiapp.blob.core.windows.net/images/88x88/goias.png,5
44,Final,206620,1017,Cruzeiro,https://frontendapiapp.blob.core.windows.net/images/88x88/cruzeiro.png,1006,Fluminense,https://frontendapiapp.blob.core.windows.net/images/88x88/fluminense.png,5
